country,year,value,type
Australia,2013,0.133,renewable_energy_share
New Zealand,2013,0.7426,renewable_energy_share
Algeria,2013,0.0051,renewable_energy_share
Egypt,2013,0.0888,renewable_energy_share
Nigeria,2013,0.1844,renewable_energy_share
South Africa,2013,0.0173,renewable_energy_share
Iran,2013,0.0571,renewable_energy_share
Kuwait,2013,0,renewable_energy_share
Saudi Arabia,2013,0,renewable_energy_share
United Arab Emirates,2013,0.0009,renewable_energy_share
Belgium,2014,0.1842,renewable_energy_share
Czech Rep.,2014,0.1187,renewable_energy_share
France,2014,0.1732,renewable_energy_share
Germany,2014,0.2682,renewable_energy_share
Italy,2014,0.4374,renewable_energy_share
Netherlands,2014,0.1132,renewable_energy_share
Poland,2014,0.1282,renewable_energy_share
Portugal,2014,0.6137,renewable_energy_share
Romania,2014,0.4203,renewable_energy_share
Spain,2014,0.4092,renewable_energy_share
Sweden,2014,0.5587,renewable_energy_share
United Kingdom,2014,0.1995,renewable_energy_share
Norway,2014,0.9767,renewable_energy_share
Turkey,2014,0.2089,renewable_energy_share
Kazakhstan,2014,0.0788,renewable_energy_share
Russia,2014,0.1672,renewable_energy_share
Ukraine,2014,0.0602,renewable_energy_share
Uzbekistan,2014,0.2135,renewable_energy_share
Canada,2014,0.6283,renewable_energy_share
United States,2014,0.1336,renewable_energy_share
Argentina,2014,0.3179,renewable_energy_share
Brazil,2014,0.7308,renewable_energy_share
Chile,2014,0.4241,renewable_energy_share
Colombia,2014,0.7404,renewable_energy_share
Mexico,2014,0.1754,renewable_energy_share
Venezuela,2014,0.6826,renewable_energy_share
China,2014,0.2279,renewable_energy_share
India,2014,0.1625,renewable_energy_share
Indonesia,2014,0.1148,renewable_energy_share
Japan,2014,0.1448,renewable_energy_share
Malaysia,2014,0.0971,renewable_energy_share
South Korea,2014,0.0247,renewable_energy_share
Taiwan,2014,0.0444,renewable_energy_share
Thailand,2014,0.0851,renewable_energy_share
Australia,2014,0.1492,renewable_energy_share
New Zealand,2014,0.792,renewable_energy_share
Algeria,2014,0.0036,renewable_energy_share
Egypt,2014,0.0887,renewable_energy_share
Nigeria,2014,0.1759,renewable_energy_share
South Africa,2014,0.0251,renewable_energy_share
Iran,2014,0.052,renewable_energy_share
Kuwait,2014,0,renewable_energy_share
Saudi Arabia,2014,0,renewable_energy_share
United Arab Emirates,2014,0.0026,renewable_energy_share
Belgium,2015,0.2203,renewable_energy_share
Czech Rep.,2015,0.1275,renewable_energy_share
France,2015,0.1659,renewable_energy_share
Germany,2015,0.2988,renewable_energy_share
Italy,2015,0.3899,renewable_energy_share
Netherlands,2015,0.1244,renewable_energy_share
Poland,2015,0.1412,renewable_energy_share
Portugal,2015,0.4867,renewable_energy_share
Romania,2015,0.4009,renewable_energy_share
Spain,2015,0.357,renewable_energy_share
Sweden,2015,0.6329,renewable_energy_share
United Kingdom,2015,0.2545,renewable_energy_share
Norway,2015,0.9773,renewable_energy_share
Turkey,2015,0.3196,renewable_energy_share
Kazakhstan,2015,0.0887,renewable_energy_share
Russia,2015,0.1601,renewable_energy_share
Ukraine,2015,0.053,renewable_energy_share
Uzbekistan,2015,0.2065,renewable_energy_share
Canada,2015,0.6302,renewable_energy_share
United States,2015,0.1363,renewable_energy_share
Argentina,2015,0.2838,renewable_energy_share
Brazil,2015,0.7397,renewable_energy_share
Chile,2015,0.436,renewable_energy_share
Colombia,2015,0.6824,renewable_energy_share
Mexico,2015,0.1539,renewable_energy_share
Venezuela,2015,0.637,renewable_energy_share
China,2015,0.2413,renewable_energy_share
India,2015,0.1534,renewable_energy_share
Indonesia,2015,0.1065,renewable_energy_share
Japan,2015,0.1648,renewable_energy_share
Malaysia,2015,0.0996,renewable_energy_share
South Korea,2015,0.0254,renewable_energy_share
Taiwan,2015,0.0467,renewable_energy_share
Thailand,2015,0.0854,renewable_energy_share
Australia,2015,0.1367,renewable_energy_share
New Zealand,2015,0.8008,renewable_energy_share
Algeria,2015,0.0029,renewable_energy_share
Egypt,2015,0.0826,renewable_energy_share
Nigeria,2015,0.182,renewable_energy_share
South Africa,2015,0.034,renewable_energy_share
Iran,2015,0.051,renewable_energy_share
Kuwait,2015,0,renewable_energy_share
Saudi Arabia,2015,0,renewable_energy_share
United Arab Emirates,2015,0.0023,renewable_energy_share
Belgium,2016,0.1737,renewable_energy_share
Czech Rep.,2016,0.1269,renewable_energy_share
France,2016,0.1845,renewable_energy_share
Germany,2016,0.3002,renewable_energy_share
Italy,2016,0.3753,renewable_energy_share
Netherlands,2016,0.128,renewable_energy_share
Poland,2016,0.1402,renewable_energy_share
Portugal,2016,0.5544,renewable_energy_share
Romania,2016,0.4375,renewable_energy_share
Spain,2016,0.3935,renewable_energy_share
Sweden,2016,0.5702,renewable_energy_share
United Kingdom,2016,0.2531,renewable_energy_share
Norway,2016,0.9787,renewable_energy_share
Turkey,2016,0.3292,renewable_energy_share
Kazakhstan,2016,0.1072,renewable_energy_share
Russia,2016,0.1745,renewable_energy_share
Ukraine,2016,0.0666,renewable_energy_share
Uzbekistan,2016,0.202,renewable_energy_share
Canada,2016,0.6408,renewable_energy_share
United States,2016,0.1542,renewable_energy_share
Argentina,2016,0.256,renewable_energy_share
Brazil,2016,0.8096,renewable_energy_share
Chile,2016,0.3908,renewable_energy_share
Colombia,2016,0.7211,renewable_energy_share
Mexico,2016,0.1536,renewable_energy_share
Venezuela,2016,0.576,renewable_energy_share
China,2016,0.254,renewable_energy_share
India,2016,0.1549,renewable_energy_share
Indonesia,2016,0.1264,renewable_energy_share
Japan,2016,0.165,renewable_energy_share
Malaysia,2016,0.1102,renewable_energy_share
South Korea,2016,0.0293,renewable_energy_share
Taiwan,2016,0.0546,renewable_energy_share
Thailand,2016,0.0973,renewable_energy_share
Australia,2016,0.1578,renewable_energy_share
New Zealand,2016,0.8417,renewable_energy_share
Algeria,2016,0.0038,renewable_energy_share
Egypt,2016,0.0832,renewable_energy_share
Nigeria,2016,0.182,renewable_energy_share
South Africa,2016,0.0396,renewable_energy_share
Iran,2016,0.0572,renewable_energy_share
Kuwait,2016,0,renewable_energy_share
Saudi Arabia,2016,0,renewable_energy_share
United Arab Emirates,2016,0.0022,renewable_energy_share
Belgium,2017,0.1865,renewable_energy_share
Czech Rep.,2017,0.1245,renewable_energy_share
France,2017,0.1756,renewable_energy_share
Germany,2017,0.3398,renewable_energy_share
Italy,2017,0.3574,renewable_energy_share
Netherlands,2017,0.1484,renewable_energy_share
Poland,2017,0.1548,renewable_energy_share
Portugal,2017,0.3975,renewable_energy_share
Romania,2017,0.387,renewable_energy_share
Spain,2017,0.3217,renewable_energy_share
Sweden,2017,0.5753,renewable_energy_share
United Kingdom,2017,0.3016,renewable_energy_share
Norway,2017,0.9787,renewable_energy_share
Turkey,2017,0.2946,renewable_energy_share
Kazakhstan,2017,0.0947,renewable_energy_share
Russia,2017,0.1751,renewable_energy_share
Ukraine,2017,0.0786,renewable_energy_share
Uzbekistan,2017,0.1977,renewable_energy_share
Canada,2017,0.6471,renewable_energy_share
United States,2017,0.1766,renewable_energy_share
Argentina,2017,0.2823,renewable_energy_share
Brazil,2017,0.7971,renewable_energy_share
Chile,2017,0.445,renewable_energy_share
Colombia,2017,0.8678,renewable_energy_share
Mexico,2017,0.1656,renewable_energy_share
Venezuela,2017,0.6333,renewable_energy_share
China,2017,0.2597,renewable_energy_share
India,2017,0.1629,renewable_energy_share
Indonesia,2017,0.1232,renewable_energy_share
Japan,2017,0.1779,renewable_energy_share
Malaysia,2017,0.1235,renewable_energy_share
South Korea,2017,0.0336,renewable_energy_share
Taiwan,2017,0.0524,renewable_energy_share
Thailand,2017,0.1186,renewable_energy_share
Australia,2017,0.1495,renewable_energy_share
New Zealand,2017,0.8139,renewable_energy_share
Algeria,2017,0.0062,renewable_energy_share
Egypt,2017,0.0845,renewable_energy_share
Nigeria,2017,0.1821,renewable_energy_share
South Africa,2017,0.0417,renewable_energy_share
Iran,2017,0.0514,renewable_energy_share
Kuwait,2017,0,renewable_energy_share
Saudi Arabia,2017,0,renewable_energy_share
United Arab Emirates,2017,0.0057,renewable_energy_share
